"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"M2NEIWMM","journalArticle","2020","Campisi, Tiziana; Basbas, Socrates; Skoufas, Anastasios; Akgün, Nurten; Ticali, Dario; Tesoriere, Giovanni","The Impact of COVID-19 Pandemic on the Resilience of Sustainable Mobility in Sicily","Sustainability","","2071-1050","10.3390/su12218829","https://www.mdpi.com/2071-1050/12/21/8829","The COVID-19 pandemic has resulted in unprecedented measures changing travel habits in many countries. Many users have started to prefer traveling by private cars, which is against the sustainability policies of the European cities. The necessity of gaining a deeper understanding of road users’ travel habit changes, their feelings on public transport use, and their perceptions of using sustainable urban mobility modes has emerged for future transport planning. Considering these facts, the study in this paper aimed to investigate the inﬂuence of the COVID-19 pandemic on road users’ perceptions, needs, and use of sustainable travel modes (i.e., public transport, walking, and cycling). An online survey was carried out during the period from March to May 2020 in the case study area, Sicily of Southern Italy. Regarding the population of the case study, the survey was representative, with 431 individuals. The survey included variables, namely gender, age, city of residence, private car ownership, walking and cycling frequency before and during the pandemic, public transport use frequency for leisure activities before and during the pandemic, need for remote working, and the stress and anxiety perception of using public transport during the pandemic. The analysis started with descriptive statistics and it was followed by correlation analysis in order to explore the characteristics of the dataset and relationship between variables. It was found that these were not statistically signiﬁcantly correlated at a 95% conﬁdence level. An ordinal regression model was applied for determining the predictions. The results suggested that women were less likely to walk during the pandemic than men. Participants were more likely to resume remote work even after the second phase in order to reduce their daily travel needs and keep their isolation. Participants have expressed a positive opinion on the use of micromobility during pandemic situations. These results can be considered as a basis for sustainable urban planning and a guide for decision-makers who aim to encourage the use of public transport, walking, cycling, and micromobility.","2020-10-23","2024-12-01 14:42:18","2024-12-01 14:42:18","2024-12-01 14:42:18","8829","","21","12","","Sustainability","","","","","","","","en","https://creativecommons.org/licenses/by/4.0/","","","","DOI.org (Crossref)","","","","C:\Users\shrey\Zotero\storage\PDJKV55J\Campisi et al. - 2020 - The Impact of COVID-19 Pandemic on the Resilience .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TZX85XDL","journalArticle","2021","Otuoze, Suleiman Hassan; Hunt, Dexter V. L.; Jefferson, Ian","Neural Network Approach to Modelling Transport System Resilience for Major Cities: Case Studies of Lagos and Kano (Nigeria)","Sustainability","","2071-1050","10.3390/su13031371","https://www.mdpi.com/2071-1050/13/3/1371","Congestion has become part of everyday urban life, and resilience is very crucial to trafﬁc vulnerability and sustainable urban mobility. This research employed a neural network as an adaptive artiﬁcially-intelligent application to study the complex domains of trafﬁc vulnerability and the resilience of the transport system in Nigerian cities (Kano and Lagos). The input criteria to train and check the models for the neural resilience network are the demographic variables, the geospatial data, trafﬁc parameters, and infrastructure inventories. The training targets were set as congestion elements (trafﬁc volume, saturation degree and congestion indices), which are in line with the relevant design standards obtained from the literature. A multi-layer feed-forward and back-propagation model involving input–output and curve ﬁtting (nftool) in the MATLAB R2019b software wizard was used. Three algorithms—including Levenberg–Marquardt (LM), Bayesian Regularization (BR), and a Scaled Conjugate Gradient (SCG)—were selected for the simulation. LM converged easily with the Mean Squared Error (MSE) (2.675 × 10−3) and regression coefﬁcient (R) (1.0) for the city of Lagos. Furthermore, the LM algorithm provided a better ﬁt for the model training and for the overall validation of the Kano network analysis with MSE (4.424 × 10−1) and R (1.0). The model offers a modern method for the simulation of urban trafﬁc and discrete congestion prediction.","2021-01-28","2024-12-01 14:42:22","2024-12-01 14:42:23","2024-12-01 14:42:22","1371","","3","13","","Sustainability","Neural Network Approach to Modelling Transport System Resilience for Major Cities","","","","","","","en","https://creativecommons.org/licenses/by/4.0/","","","","DOI.org (Crossref)","","","","C:\Users\shrey\Zotero\storage\D53B22M9\Otuoze et al. - 2021 - Neural Network Approach to Modelling Transport Sys.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HG3HZRVB","journalArticle","2021","Tachaudomdach, Suchat; Upayokin, Auttawit; Kronprasert, Nopadon; Arunotayanun, Kriangkrai","Quantifying Road-Network Robustness toward Flood-Resilient Transportation Systems","Sustainability","","2071-1050","10.3390/su13063172","https://www.mdpi.com/2071-1050/13/6/3172","Amidst sudden and unprecedented increases in the severity and frequency of climatechange-induced natural disasters, building critical infrastructure resilience has become a prominent policy issue globally for reducing disaster risks. Sustainable measures and procedures to strengthen preparedness, response, and recovery of infrastructures are urgently needed, but the standard for measuring such resilient elements has yet to be consensually developed. This study was undertaken with an aim to quantitatively measure transportation infrastructure robustness, a proactive dimension of resilience capacities and capabilities to withstand disasters; in this case, ﬂoods. A four-stage analytical framework was empirically implemented: (1) specifying the system and disturbance (i.e., road network and ﬂood risks in Chiang Mai, Thailand), (2) illustrating the system response using the damaged area as a function of ﬂoodwater levels and protection measures, (3) determining recovery thresholds based on land use and system functionality, and (4) quantifying robustness through the application of edge- and node-betweenness centrality models. Various quantiﬁable indicators of transportation robustness can be revealed; not only ﬂood-damaged areas commonly considered in ﬂood-risk management and spatial planning, but also the numbers of affected trafﬁc links, nodes, and cars are highly valuable for transportation planning in achieving sustainable ﬂood-resilient transportation systems.","2021-03-13","2024-12-01 14:42:27","2024-12-01 14:42:28","2024-12-01 14:42:27","3172","","6","13","","Sustainability","","","","","","","","en","https://creativecommons.org/licenses/by/4.0/","","","","DOI.org (Crossref)","","","","C:\Users\shrey\Zotero\storage\DIXWQXQP\Tachaudomdach et al. - 2021 - Quantifying Road-Network Robustness toward Flood-R.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FSHUPG3E","journalArticle","2021","Tachaudomdach, Suchat; Upayokin, Auttawit; Kronprasert, Nopadon; Arunotayanun, Kriangkrai","Quantifying Road-Network Robustness toward Flood-Resilient Transportation Systems","Sustainability","","2071-1050","10.3390/su13063172","https://www.mdpi.com/2071-1050/13/6/3172","Amidst sudden and unprecedented increases in the severity and frequency of climatechange-induced natural disasters, building critical infrastructure resilience has become a prominent policy issue globally for reducing disaster risks. Sustainable measures and procedures to strengthen preparedness, response, and recovery of infrastructures are urgently needed, but the standard for measuring such resilient elements has yet to be consensually developed. This study was undertaken with an aim to quantitatively measure transportation infrastructure robustness, a proactive dimension of resilience capacities and capabilities to withstand disasters; in this case, ﬂoods. A four-stage analytical framework was empirically implemented: (1) specifying the system and disturbance (i.e., road network and ﬂood risks in Chiang Mai, Thailand), (2) illustrating the system response using the damaged area as a function of ﬂoodwater levels and protection measures, (3) determining recovery thresholds based on land use and system functionality, and (4) quantifying robustness through the application of edge- and node-betweenness centrality models. Various quantiﬁable indicators of transportation robustness can be revealed; not only ﬂood-damaged areas commonly considered in ﬂood-risk management and spatial planning, but also the numbers of affected trafﬁc links, nodes, and cars are highly valuable for transportation planning in achieving sustainable ﬂood-resilient transportation systems.","2021-03-13","2024-12-01 14:42:31","2024-12-01 14:42:32","2024-12-01 14:42:31","3172","","6","13","","Sustainability","","","","","","","","en","https://creativecommons.org/licenses/by/4.0/","","","","DOI.org (Crossref)","","","","C:\Users\shrey\Zotero\storage\RE2A3NI9\Tachaudomdach et al. - 2021 - Quantifying Road-Network Robustness toward Flood-R.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZZUS7CG8","journalArticle","2021","Raub, Kristin B.; Stepenuck, Kristine F.; Panikkar, Bindu; Stephens, Jennie C.","An Analysis of Resilience Planning at the Nexus of Food, Energy, Water, and Transportation in Coastal US Cities","Sustainability","","2071-1050","10.3390/su13116316","https://www.mdpi.com/2071-1050/13/11/6316","Climate change poses increased risks to coastal communities and the interconnected infrastructure they rely on, including food, energy, water, and transportation (FEWT) systems. Most coastal communities in the US are ill-prepared to address these risks, and resilience planning is inconsistently prioritized and not federally mandated. This study examined the resilience plans of 11 coastal US cities to understand 1. How FEWT systems were considered within resilience plans and, 2. How nexus principles or elements critical to a nexus approach were incorporated within resilience plans. A “Nexus Index” was created to examine the incorporation of nexus principles, which included partnerships and collaborations, reference to other plans or reports, discussion of co-beneﬁts, cascading impacts, and inclusion of interdisciplinary or cross-silo principles. These principles were used to score each action within the resilience plans. Results showed that only eight actions (1% of all actions across the 11 plans) focused on the connections among FEWT systems within the resilience plans. The transportation system was associated with the most actions, followed by the energy system, water system, and the food system. While FEWT systems were not consistently included, there was evidence from the Nexus Index that the plans included elements critical to a nexus approach, such as the inclusion of partnerships and reference to co-beneﬁts with the actions they designed to build resilience. The heterogeneity among the systems that each plan emphasized reﬂects the heterogeneity among the challenges that each city faces. While context-speciﬁc differences in resilience plans across cities are expected, some consistency in addressing certain infrastructural needs and their nexus interactions may greatly beneﬁt and improve the implementation of resilience planning.","2021-06-02","2024-12-01 14:42:36","2024-12-01 14:42:36","2024-12-01 14:42:36","6316","","11","13","","Sustainability","","","","","","","","en","https://creativecommons.org/licenses/by/4.0/","","","","DOI.org (Crossref)","","","","C:\Users\shrey\Zotero\storage\MJBHUZYS\Raub et al. - 2021 - An Analysis of Resilience Planning at the Nexus of.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KKJ34D62","journalArticle","2021","Dias, Gabriel; Arsenio, Elisabete; Ribeiro, Paulo","The Role of Shared E-Scooter Systems in Urban Sustainability and Resilience during the Covid-19 Mobility Restrictions","Sustainability","","2071-1050","10.3390/su13137084","https://www.mdpi.com/2071-1050/13/13/7084","Shared e-scooter systems were ﬁrst introduced in 2017 and have since been spreading around the world as a sustainable mode of transport. The success of this mode is also due to new urban mobility strategies and plans, such as the European Sustainable and Smart Mobility Strategy, which relies on non-pollutant modes. To display the range of effects that can be achieved in urban mobility through the proper implementation of shared e-scooter systems, a systematic literature review and a case study were performed. It was found that this shared system can help cities with environmental issues, such as reducing air pollution, reducing inequality in access to transport, promoting money-saving, and improving mobility resilience. During the Covid-19 pandemic, shared e-scooters became a great asset in many cities worldwide, because they promote social distancing and help cities not to rely only on private cars to replace public transport rides, especially for shortdistance trips. In the case study of Braga, it was found that the city still relies on shared e-scooter modes as a mobility option after the pandemic, also promoting special fares for people to start using the service.","2021-06-24","2024-12-01 14:42:40","2024-12-01 14:42:40","2024-12-01 14:42:40","7084","","13","13","","Sustainability","","","","","","","","en","https://creativecommons.org/licenses/by/4.0/","","","","DOI.org (Crossref)","","","","C:\Users\shrey\Zotero\storage\X6ZR5PRJ\Dias et al. - 2021 - The Role of Shared E-Scooter Systems in Urban Sust.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MVQN942T","journalArticle","2022","Ji, Tao; Yao, Yanhong; Dou, Yue; Deng, Shejun; Yu, Shijun; Zhu, Yunqiang; Liao, Huajun","The Impact of Climate Change on Urban Transportation Resilience to Compound Extreme Events","Sustainability","","2071-1050","10.3390/su14073880","https://www.mdpi.com/2071-1050/14/7/3880","Global warming, sea-level rise, and rapid urbanization all increase the risk of compound extreme weather events, presenting challenges for the operation of urban-related infrastructure, including transportation infrastructure. In this context, some questions become important. For example, what are the temporal and spatial distribution and development trends of transportation resilience when considering the impact of multilpe extreme weather events on the urban transportation system? What is the degree of loss of urban transportation resilience (UT resilience) under different extreme event intensities, and how long will it take for the entire system to restore balance? In the future, if extreme weather events become more frequent and intense, what trends will urban transportation resilience show? Considering these problems, the current monitoring methods for transportation resilience under the inﬂuence of extreme events are lacking, especially the monitoring of the temporal and spatial dynamic changes of transportation resilience under the inﬂuence of compined extreme events. The development of big data mining technology and deep learning methods for spatiotemporal predictions made the construction of spatiotemporal data sets for evaluating and predicting UT resilience-intensity indicators possible. Such data sets reveal the temporal and spatial features and evolution of UT resilience intensity under the inﬂuence of compound extreme weather events, as well as the related future change trends. They indicate the key research areas that should be focused on, namely, the transportation resilience under climate warming. This work is especially important in planning efforts to adapt to climate change and rising sea levels and is relevant to policymakers, trafﬁc managers, civil protection managers, and the general public.","2022-03-25","2024-12-01 14:42:44","2024-12-01 14:42:44","2024-12-01 14:42:44","3880","","7","14","","Sustainability","","","","","","","","en","https://creativecommons.org/licenses/by/4.0/","","","","DOI.org (Crossref)","","","","C:\Users\shrey\Zotero\storage\UYR7Z2ZR\Ji et al. - 2022 - The Impact of Climate Change on Urban Transportati.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6YCH3TNK","journalArticle","2022","Kuklina, Maria; Savvinova, Antonina; Filippova, Viktoria; Krasnoshtanova, Natalia; Bogdanov, Viktor; Fedorova, Alla; Kobylkin, Dmitrii; Trufanov, Andrey; Dashdorj, Zolzaya","Sustainability and Resilience of Indigenous Siberian Communities under the Impact of Transportation Infrastructure Transformation","Sustainability","","2071-1050","10.3390/su14106253","https://www.mdpi.com/2071-1050/14/10/6253","Transport provision in remote territories is one of the most important factors in maintaining the sustainability of socio-economic and ecological systems. Indigenous peoples of Siberia have always been mobile using diverse traditional ways across the taiga. During the Soviet period, the transition to settled life, along with technological development and the emergence of new modes of transport, such as off-road cars, snowmobiles, and motor boats, signiﬁcantly affected the level of population mobility, including remote areas where people are engaged in traditional nature management. With the collapse of the Soviet Union, there were signiﬁcant changes and reductions in the subsidies of transportation systems for remote terrains that made them isolated. Transport connectivity has been realized through rare plane ﬂights (once a month or less) or by cars on dirt roads (actually off-road) that take several days of travel. Siberian territories rich with natural resources, low population density, and weak infrastructure might be attractive for mining companies. Being difﬁcult to access not only for the local population, but also for industrial companies, the territories imply the allocation of a signiﬁcant share of road construction and transport costs in the cost items of miners and processors. The problems of sustainability and resilience of the indigenous peoples of Siberia require special attention when restructuring transport communications, but they have practically not been studied before. Methods of in-depth and group interviews with local residents were used. Based on comparative geographic and statistical analysis and generalization of data, network and problem approaches applied for various sources and ﬁeld materials (including in-depth and group interviews), the factors of sustainability and resilience, which the indigenous communities of three remote Siberian territories pin their hopes on in the context of the transformation of transportation infrastructure, have been identiﬁed. If geographic remoteness remains an unchanged fact, the expansion of desired transport accessibility (mainly due to investments by industrial companies) is associated by locals with the possibility of additional income related to provision of services, the emergence of new types of employment of the population that have not been observed before, and the implementation of new transport modes to support traditional activities.","2022-05-20","2024-12-01 14:42:47","2024-12-01 14:42:48","2024-12-01 14:42:47","6253","","10","14","","Sustainability","","","","","","","","en","https://creativecommons.org/licenses/by/4.0/","","","","DOI.org (Crossref)","","","","C:\Users\shrey\Zotero\storage\WE3NK2YL\Kuklina et al. - 2022 - Sustainability and Resilience of Indigenous Siberi.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DL5NY8RH","journalArticle","2022","Wang, Jingzhao; Yan, Jincheng; Ding, Keyuan; Li, Qian; Liu, Yehao; Liu, Xueliang; Peng, Ran","A Reflection on the Response to Sudden-Onset Disasters in the Post-Pandemic Era: A Graded Assessment of Urban Transportation Resilience Taking Wuhan, China as an Example","Sustainability","","2071-1050","10.3390/su141710957","https://www.mdpi.com/2071-1050/14/17/10957","The COVID-19 pandemic has led to thinking about the response to sudden-onset disasters, for which the transportation resilience of urban areas is crucial. The purpose of paper is to provide a graded assessment of urban transportation resilience to help city managers target policies and plans. Wuhan, the first city in China to be severely hit by COVID-19, was selected as the case study for this research. Based on an extensive survey of the travel characteristics of residents in central urban areas, the concept of “travel mode shift” was combined to classify residents into four modes, including non-motorized conventional travel, non-motorized over-distance travel, motorized adaptable travel and motorized non-substitutable travel. The potential transportation stoppages in different levels of epidemic impact were then divided into three scenarios, corresponding to each of the city’s three levels of transportation resilience. The concept of MWD (Maximum Willingness Distance) in active travel mode was further developed, which was divided into WMWD (Walking Maximum Willingness Distance) and RMWD (Riding Maximum Willingness Distance). Finally, a hierarchical assessment model of urban transportation resilience is developed based on the MWD distance threshold. Besides, the average income level of urban residents was also included in the assessment system. The following research conclusions were drawn: (1) The degree of transportation resilience in Wuhan showed an “S-curve” relationship with RMWD, with thresholds at RMWD = 2.5 km, 11 km and 23 km respectively. (2) The resilience of transportation in the suburbs of the city was weaker than in the city center, and the gap between the two increases as the RMWD increases, but the share of motorized transportation in short distance trips in the city center was still higher than desirable. (3) The upper-income groups in the city had more flexible travel options, while the lower income groups were less resilient to travel. Based on the results of the study, it is recommended that city managers can identify areas of low resilience and critical distance thresholds that may lead to sudden changes in transportation resilience in the event of a sudden disaster. This will lead to the development of improved policies. The special needs of socially disadvantaged groups should also be taken more into account in this process.","2022-09-02","2024-12-01 14:42:53","2024-12-01 14:42:54","2024-12-01 14:42:53","10957","","17","14","","Sustainability","A Reflection on the Response to Sudden-Onset Disasters in the Post-Pandemic Era","","","","","","","en","https://creativecommons.org/licenses/by/4.0/","","","","DOI.org (Crossref)","","","","C:\Users\shrey\Zotero\storage\PZKUI6Y9\Wang et al. - 2022 - A Reflection on the Response to Sudden-Onset Disas.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GWN8K88N","journalArticle","2022","Zhao, Xueting; Hu, Liwei; Wang, Xingzhong; Wu, Jiabao","Study on Identification and Prevention of Traffic Congestion Zones Considering Resilience-Vulnerability of Urban Transportation Systems","Sustainability","","2071-1050","10.3390/su142416907","https://www.mdpi.com/2071-1050/14/24/16907","In order to solve the problem of urban short-term trafﬁc congestion and temporal and spatial heterogeneity, it is important to scientiﬁcally delineate urban trafﬁc congestion response areas to alleviate regional trafﬁc congestion and improve road network efﬁciency. Previous urban trafﬁc congestion zoning is mostly divided by urban administrative divisions, which is difﬁcult to reﬂect the difference of congestion degree within administrative divisions or trafﬁc congestion zoning. In this paper, we introduce the Self-Organizing Feature Mapping (SOFM) model, construct the urban trafﬁc congestion zoning index system based on the resilience and vulnerability of urban trafﬁc systems, and establish the urban trafﬁc congestion zoning model, which is divided into four, ﬁve, six, and seven according to the different structures of competition layer topology. The four vulnerability damage capacity indicators of trafﬁc volume, severe congestion mileage, delay time and average operating speed, and two resilience supply capacity indicators of trafﬁc systems, namely, road condition and number of lanes, are used as model input vectors; the data of Guiyang city from January to June 2021 are used as data sets to input four SOFM models for training and testing and the best SOFM model with six competitive topologies is constructed. Finally, the Support Vector Machine (SVM) is used to identify the optimal partition boundary line for trafﬁc congestion. The results show that the four models predict the urban trafﬁc congestion zoning level correctly over 95% on the test set, each trafﬁc congestion zoning evaluation index in the urban area shows different obvious spatial clustering characteristics, the urban trafﬁc congestion area is divided into six categories, and the city is divided into 16 zoning areas considering the urban trafﬁc congestion control types (prevention zone, control zone, closure control zone). The spatial boundary is clear and credible, which helps to improve the spatial accuracy when predicting urban trafﬁc congestion zoning and provides a new methodological approach for urban trafﬁc congestion zoning and zoning boundary delineation.","2022-12-16","2024-12-01 14:42:58","2024-12-01 14:42:58","2024-12-01 14:42:58","16907","","24","14","","Sustainability","","","","","","","","en","https://creativecommons.org/licenses/by/4.0/","","","","DOI.org (Crossref)","","","","C:\Users\shrey\Zotero\storage\KD5EQA2M\Zhao et al. - 2022 - Study on Identification and Prevention of Traffic .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PDVM4THN","journalArticle","2023","Wang, Jian; Deng, Yuzhou; Kumari, Sonia; Song, Zhihui","Research on the Spatial Spillover Effect of Transportation Infrastructure on Urban Resilience in Three Major Urban Agglomerations in China","Sustainability","","2071-1050","10.3390/su15065543","https://www.mdpi.com/2071-1050/15/6/5543","The development of transportation infrastructure can ensure the strong recovery and reconstruction function of a city, and it is an important way to build a resilient city. Studying the impact of the transportation infrastructure level on urban resilience is related to the future development of a city. Based on panel data for China’s three major urban agglomerations from 2008 to 2019, this paper uses the spatial econometric model to explore the spatial spillover effect of transportation infrastructure on urban resilience. The results show that, due to its spillover effect, intra-regional transportation infrastructure promotes the urban resilience of cities around Beijing–Tianjin–Hebei and the Pearl River Delta, while it only promotes the urban resilience of local cities in the Yangtze River Delta. Inter-regional transportation infrastructure not only inhibits the local urban resilience of Beijing–Tianjin–Hebei but also reduces the urban resilience of surrounding cities. However, the impact on the Yangtze River Delta and the Pearl River Delta is not obvious. To promote the overall resilience level in three major urban agglomerations in China, this paper argues that it is urgently required to improve the quality of urban road trafﬁc facilities and optimize the structure of intercity transportation to promote the development of transportation infrastructure and urban resilience. The implementation of several policies is recommended to efﬁciently improve the transportation infrastructure and urban resilience in these three major urban agglomerations in China.","2023-03-21","2024-12-01 14:43:03","2024-12-01 14:43:03","2024-12-01 14:43:03","5543","","6","15","","Sustainability","","","","","","","","en","https://creativecommons.org/licenses/by/4.0/","","","","DOI.org (Crossref)","","","","C:\Users\shrey\Zotero\storage\BFB6R5WD\Wang et al. - 2023 - Research on the Spatial Spillover Effect of Transp.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RXGY9CLD","journalArticle","2023","Liao, Riqing; Liu, Wei; Yuan, Yuandao","Resilience Improvement and Risk Management of Multimodal Transport Logistics in the Post–COVID-19 Era: The Case of TIR-Based Sea–Road Multimodal Transport Logistics","Sustainability","","2071-1050","10.3390/su15076041","https://www.mdpi.com/2071-1050/15/7/6041","The COVID-19 pandemic has severely impacted international economics and trade, including cargo transportation. As a result, enhancing the resilience of transport and logistics in the post–COVID-19 era has become a general trend. Multimodal transport, with its advantages of speed, large volume and multiple modes, has increasingly gained attention from countries worldwide. However, multimodal transport logistics is a complex and systematic process. Its smooth flow depends not only on the transport itself, but also on the efficient supervision of customs and other government departments at ports. This study employs the theory and method of a super-network to establish a model of multimodal transport logistics, which includes TIR-based sea–road multimodal transport and customs supervision relationships. Structural and resilience-related characteristics of the super-network are analyzed, and performance parameters of the super-network are proposed. A simulation analysis is conducted, and based on the results, countermeasures to improve the resilience and promote risk management of multimodal transport logistics in the post–COVID-19 era are suggested. The findings of this study provide an exploration of more effective ways to ensure the smoothness of multimodal transport logistics and improve system resilience. The study concludes with theoretical and managerial implications.","2023-03-31","2024-12-01 14:43:07","2024-12-01 14:43:08","2024-12-01 14:43:07","6041","","7","15","","Sustainability","Resilience Improvement and Risk Management of Multimodal Transport Logistics in the Post–COVID-19 Era","","","","","","","en","https://creativecommons.org/licenses/by/4.0/","","","","DOI.org (Crossref)","","","","C:\Users\shrey\Zotero\storage\UU3248GJ\Liao et al. - 2023 - Resilience Improvement and Risk Management of Mult.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9V65PGWZ","journalArticle","2023","Liu, Jie; Zhu, Jingrong; Lu, Di; Yuan, Donghui; Azadi, Hossein","The Effectiveness of Improvement Measures in Road Transport Network Resilience: A Systematic Review and Meta-Analysis","Sustainability","","2071-1050","10.3390/su151310544","https://www.mdpi.com/2071-1050/15/13/10544","Achieving improvement in the resilience of road transport networks by ensuring their smooth functioning and prompt recovery in the event of damage is crucial. This study focused on optimal measures and compared the effect of improvement measures on the resilience of road transport networks. A meta-analysis was performed to assess whether and to what degree the resilience of road transport networks was improved with different categories of measures. The articles were divided based on improvement measures, such as infrastructure investment, structure and planning, trafﬁc signal management, and recovery schedule. The methodology of how to deﬁne and measure the resilience of road transport networks is considerably diverse, and most deﬁnitions are based on basic infrastructure structures. The efﬁciency of four types of improvement methods was grouped: structure and planning, infrastructure investment, recovery schedule, and trafﬁc signal management. This study supports the use of structure and planning as a promising way for improving the resilience of road transport networks. Increasing comparability in studies and ﬁnally developing effective improvement measures in transport planning and decision making require more precise conceptual and methodological standardization in road transport network resilience.","2023-07-04","2024-12-01 14:43:11","2024-12-01 14:43:12","2024-12-01 14:43:11","10544","","13","15","","Sustainability","The Effectiveness of Improvement Measures in Road Transport Network Resilience","","","","","","","en","https://creativecommons.org/licenses/by/4.0/","","","","DOI.org (Crossref)","","","","C:\Users\shrey\Zotero\storage\HSU52XJJ\Liu et al. - 2023 - The Effectiveness of Improvement Measures in Road .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CKXLULTP","journalArticle","2009","Ta, Chilan; Goodchild, Anne V.; Pitera, Kelly","Structuring a Definition of Resilience for the Freight Transportation System","Transportation Research Record: Journal of the Transportation Research Board","","0361-1981, 2169-4052","10.3141/2097-03","https://journals.sagepub.com/doi/10.3141/2097-03","This paper summarizes a broad literature review on system resilience. After these interpretations of resilience were considered, a deﬁnition of resilience in the context of freight transportation systems was developed. The deﬁnition of resilience offered here captures the interactions between managing organizations, the infrastructure, and users, which is critical considering that the freight transportation system exists to support economic activity and production. The temporal aspect of system resilience was also considered in this deﬁnition of resilience, and the resilience triangle was explored as a tool for visualizing the consequences of a disruption. Last, a list of properties of freight transportation system resilience was outlined. These properties of resilience can contribute to the overall ability of the freight transportation system to better respond and recover from disruptions at the managing organization, infrastructure, or user dimensions.","2009-01","2024-12-01 14:43:16","2024-12-01 14:43:17","2024-12-01 14:43:16","19-25","","1","2097","","Transportation Research Record: Journal of the Transportation Research Board","","","","","","","","en","https://journals.sagepub.com/page/policies/text-and-data-mining-license","","","","DOI.org (Crossref)","","","","C:\Users\shrey\Zotero\storage\3DCZI5YS\Ta et al. - 2009 - Structuring a Definition of Resilience for the Fre.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LFWLGXV6","journalArticle","2015","Testa, Alexandra C.; Furtado, Mark N.; Alipour, Alice","Resilience of Coastal Transportation Networks Faced with Extreme Climatic Events","Transportation Research Record: Journal of the Transportation Research Board","","0361-1981, 2169-4052","10.3141/2532-04","https://journals.sagepub.com/doi/10.3141/2532-04","Infrastructure systems, especially those including civil infrastructure (e.g., transportation networks, water distribution systems, and power transmission lines) are inarguably critical to the everyday functions of society. The ability of an infrastructure system to withstand, to adapt to, and to recover rapidly from extreme events is paramount in the ability to serve users. The effects of historical climatic events have resulted in a growing concern for preparedness against such hazards, specifically in coastal communities. The continuing function of society and its economy relies heavily on an accessible transportation network. Roads, highways, railroads, ports, and airports make up a complex infrastructure vital for the travel of goods and people. Extreme events of climatic source that disturb the transportation network affect all aspects of daily life, both directly and indirectly. To estimate the resilience of coastal transportation networks to extreme events, topological graph properties are measured as the nodes and links of a network are removed to simulate failures and closures due to extreme climatic events. The transportation network of the New York City metropolitan area, the most populous and crucial urban area in the United States, was chosen as a case study. The presented approach provides a tool for transportation agencies to identify the most critical sections of the network and to establish pre-event hazard mitigation strategies or to plan for postevent recovery actions with the goal of increasing the resiliency and decreasing the down time of transportation networks.","2015-01","2024-12-01 14:43:21","2024-12-01 14:43:21","2024-12-01 14:43:21","29-36","","1","2532","","Transportation Research Record: Journal of the Transportation Research Board","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\shrey\Zotero\storage\7ZCB4EFW\Testa et al. - 2015 - Resilience of Coastal Transportation Networks Face.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
